i,TE,err TE,p-value
neg91,0.01930388864187904,0.025236412983608496,0.4443179655617704
neg92,0.015680013292618034,0.02216158676059633,0.479236452754356
neg93,0.018655152437886402,0.023098510855094744,0.4193010655906084
neg94,0.01743117050437215,0.024006804309891806,0.4677818125349906
neg95,0.015983297639032834,0.025031593250105035,0.523131996940245
neg96,0.015944384600466766,0.02348126549952503,0.4971215280255077
neg97,0.016563104775577653,0.026325941827793194,0.5292474158750977
neg98,0.014126013849842911,0.026894985340097724,0.5994243279809108
neg99,0.014548381296620061,0.02895203857075257,0.615316291687533
neg100,0.017541929016750002,0.024074558690788582,0.4662157386800816
