# EPAC,CPAC,NAT,WPAC
-7.627220749855041504e-01,-5.953806042671203613e-01,-9.054136872291564941e-01,5.217710733413696289e-01
-2.978779673576354980e-01,-7.496491074562072754e-01,-1.239821434020996094e+00,-1.509332299232482910e+00
-3.563018441200256348e-01,-7.566289901733398438e-01,-1.074638247489929199e+00,3.304257094860076904e-01
-3.793009519577026367e-01,-5.829254388809204102e-01,-8.336135745048522949e-01,-6.865978837013244629e-01
-5.453497767448425293e-01,-2.148711979389190674e-01,-1.035255670547485352e+00,-8.437345623970031738e-01
-3.439147472381591797e-01,-3.270094692707061768e-01,-3.638605475425720215e-01,1.331940293312072754e-03
-5.185303688049316406e-01,1.505916863679885864e-01,-1.514209508895874023e+00,-1.109080314636230469e+00
-2.972237952053546906e-02,6.553713232278823853e-02,-1.314803004264831543e+00,5.374035239219665527e-01
4.614781439304351807e-01,6.211711168289184570e-01,-1.265015959739685059e+00,-1.510042905807495117e+00
3.468299508094787598e-01,8.161905407905578613e-01,-7.934571504592895508e-01,-4.526091367006301880e-02
6.534974575042724609e-01,1.148885488510131836e+00,-1.018230080604553223e+00,1.261673688888549805e+00
8.584055304527282715e-01,1.404091000556945801e+00,-1.542499542236328125e+00,3.012924790382385254e-01
7.867456078529357910e-01,1.599152207374572754e+00,-1.417042970657348633e+00,1.692479968070983887e+00
8.692104816436767578e-01,1.541599273681640625e+00,-5.131359100341796875e-01,1.004144191741943359e+00
9.226949810981750488e-01,1.205685973167419434e+00,5.558946728706359863e-02,1.588838815689086914e+00
8.074293732643127441e-01,7.670385837554931641e-01,6.544106602668762207e-01,2.087554931640625000e+00
1.203584909439086914e+00,4.838717281818389893e-01,1.143683075904846191e+00,1.148186087608337402e+00
1.271926283836364746e+00,5.556352138519287109e-01,1.106364130973815918e+00,1.268474817276000977e+00
1.100667834281921387e+00,1.572988033294677734e+00,1.631149649620056152e+00,6.806334257125854492e-01
1.276402592658996582e+00,1.616957187652587891e+00,1.333286762237548828e+00,1.335674166679382324e+00
1.442914485931396484e+00,2.392479181289672852e+00,1.104730367660522461e+00,4.012793302536010742e-01
2.026998996734619141e+00,2.098445415496826172e+00,1.106708168983459473e+00,9.524757862091064453e-01
1.761621832847595215e+00,1.989191055297851562e+00,4.900014102458953857e-01,9.738942980766296387e-01
1.612436413764953613e+00,1.678564310073852539e+00,4.360868632793426514e-01,3.905193209648132324e-01
1.228860855102539062e+00,1.447767615318298340e+00,1.748093485832214355e+00,9.799848794937133789e-01
3.922879099845886230e-01,1.038419008255004883e+00,9.004226326942443848e-01,-1.203779354691505432e-01
9.600087255239486694e-02,6.748369932174682617e-01,-1.191120035946369171e-02,-1.936677843332290649e-01
-4.073166251182556152e-01,2.047173082828521729e-01,6.823568344116210938e-01,-1.200235843658447266e+00
-8.399002552032470703e-01,-4.147389531135559082e-01,1.154001593589782715e+00,4.190434515476226807e-01
-1.138618469238281250e+00,-2.090250730514526367e+00,1.123045921325683594e+00,-3.946565687656402588e-01
-1.797990202903747559e+00,-2.310807466506958008e+00,5.869960188865661621e-01,4.793401062488555908e-01
-1.649808049201965332e+00,-2.242053270339965820e+00,1.847436130046844482e-01,-1.512368172407150269e-01
-1.280471920967102051e+00,-1.866977334022521973e+00,-5.820983648300170898e-01,-1.538760662078857422e-01
-9.149174690246582031e-01,-1.722781658172607422e+00,-6.158916950225830078e-01,-1.642309665679931641e+00
-9.410423040390014648e-01,-2.659217596054077148e+00,-9.227832555770874023e-01,-1.539176106452941895e+00
-7.747232913970947266e-01,-2.925331830978393555e+00,-1.192957878112792969e+00,-2.637093365192413330e-01
-8.650603890419006348e-01,-2.615331888198852539e+00,-8.765216469764709473e-01,-3.307977691292762756e-02
-7.492930889129638672e-01,-2.174385786056518555e+00,-7.879539132118225098e-01,-1.976072907447814941e+00
-5.259009003639221191e-01,-1.164765477180480957e+00,-1.109463453292846680e+00,-5.179906487464904785e-01
-5.247046351432800293e-01,-1.159958958625793457e+00,-1.779052853584289551e+00,-5.688468813896179199e-01
-2.020612508058547974e-01,-1.082929134368896484e+00,-1.793928861618041992e+00,-1.857814311981201172e+00
-6.740443706512451172e-01,-6.317012310028076172e-01,-1.808632731437683105e+00,-8.993617892265319824e-01
-6.099865436553955078e-01,-4.631803631782531738e-01,-2.587830722332000732e-01,6.603314876556396484e-01
-5.169482231140136719e-01,-3.031440377235412598e-01,3.654046356678009033e-01,-1.605756878852844238e-01
5.671717971563339233e-02,-3.598192334175109863e-01,2.256739437580108643e-01,-1.820957064628601074e-01
-1.110681816935539246e-01,-5.313075780868530273e-01,-3.082262277603149414e-01,-9.459452331066131592e-02
-3.635970130562782288e-02,-2.679101228713989258e-01,-3.644624650478363037e-01,-2.219889312982559204e-01
-2.367528378963470459e-01,-1.961048692464828491e-01,-6.599175930023193359e-01,1.027399152517318726e-01
-4.567878246307373047e-01,-9.637998044490814209e-02,9.480600953102111816e-01,1.563156843185424805e+00
-3.558387756347656250e-01,2.614342570304870605e-01,-2.384038865566253662e-01,-3.967882692813873291e-01
1.652682870626449585e-01,4.330479800701141357e-01,-4.705717861652374268e-01,2.374420642852783203e+00
-1.207154542207717896e-01,8.530656993389129639e-02,-6.364428400993347168e-01,6.446990370750427246e-01
-2.281493321061134338e-02,3.940942585468292236e-01,2.115719020366668701e-01,-2.788342535495758057e-01
3.528112769126892090e-01,4.187538027763366699e-01,6.046235561370849609e-01,-7.940964102745056152e-01
1.060726270079612732e-01,2.644853591918945312e-01,1.015931069850921631e-01,-3.424806892871856689e-01
-3.774872422218322754e-01,6.256962567567825317e-02,2.881013154983520508e-01,2.549026310443878174e-01
-2.614884376525878906e-01,3.392999172210693359e-01,5.907794833183288574e-01,-1.734580472111701965e-02
-4.457917809486389160e-02,2.316756248474121094e-01,7.440962791442871094e-01,4.414770603179931641e-01
-1.924911588430404663e-01,3.241698443889617920e-01,5.109825134277343750e-01,9.456746578216552734e-01
-1.733509749174118042e-01,2.086879014968872070e-01,2.703877687454223633e-01,-3.270512521266937256e-01
-1.418236792087554932e-01,2.076848000288009644e-01,2.698718309402465820e-01,6.757609248161315918e-01
-4.464459419250488281e-01,6.220905780792236328e-01,1.205104887485504150e-01,2.026252597570419312e-01
1.308854073286056519e-01,3.927567899227142334e-01,6.444360613822937012e-01,7.821428775787353516e-01
2.860907316207885742e-01,1.369244456291198730e-01,-2.036646902561187744e-01,1.830339282751083374e-01
-3.493944108486175537e-01,3.502922058105468750e-01,-1.236097589135169983e-01,-1.965100467205047607e-01
5.930283665657043457e-01,5.459385514259338379e-01,-3.065660968422889709e-02,2.366402745246887207e-02
1.122007608413696289e+00,1.291033148765563965e+00,3.675806894898414612e-02,7.659013867378234863e-01
6.967944502830505371e-01,7.841330766677856445e-01,-3.012611865997314453e-01,8.767497539520263672e-01
3.320503234863281250e-01,6.788911819458007812e-01,-5.863117575645446777e-01,1.506523936986923218e-01
4.196475744247436523e-01,5.097433924674987793e-01,-2.020309120416641235e-01,7.489492893218994141e-01
5.732707381248474121e-01,1.085982680320739746e+00,-1.140161156654357910e+00,-1.859530657529830933e-01
8.791664838790893555e-01,1.456837296485900879e+00,-9.993126988410949707e-01,1.473828554153442383e+00
1.001879811286926270e+00,1.917009592056274414e+00,-1.252289652824401855e+00,1.564578056335449219e+00
6.823235154151916504e-01,1.805247545242309570e+00,-4.275777339935302734e-01,3.431236028671264648e+00
7.595788836479187012e-01,1.826145410537719727e+00,6.244007945060729980e-01,2.333106279373168945e+00
1.085000634193420410e+00,1.282632112503051758e+00,-1.067560911178588867e-01,2.818930864334106445e+00
1.541856884956359863e+00,1.032902002334594727e+00,1.018774416297674179e-02,1.246345758438110352e+00
1.724228978157043457e+00,7.651159763336181641e-01,-1.107115373015403748e-01,2.884007692337036133e-01
7.905659079551696777e-01,2.754776775836944580e-01,1.735651493072509766e-01,-6.606114506721496582e-01
1.367895454168319702e-01,2.436822280287742615e-02,6.490793824195861816e-01,1.266241669654846191e+00
1.940153166651725769e-02,-1.736187040805816650e-01,6.060314364731311798e-03,2.973335981369018555e-01
-1.890567243099212646e-01,-6.729006767272949219e-02,-7.805589437484741211e-01,-1.621998399496078491e-01
-1.995933987200260162e-02,-8.868954330682754517e-02,-6.721279025077819824e-01,-5.274310111999511719e-01
6.995324045419692993e-02,-2.335121482610702515e-01,-7.433260679244995117e-01,9.209063649177551270e-01
-1.745289540849626064e-03,3.827675879001617432e-01,-3.402138054370880127e-01,1.521639466285705566e+00
-1.248058974742889404e-01,3.204081952571868896e-01,-7.735939025878906250e-01,8.305629491806030273e-01
1.395293623208999634e-01,3.534686863422393799e-01,-2.172508090734481812e-01,1.037540793418884277e+00
3.225960135459899902e-01,4.609676301479339600e-01,-1.953238397836685181e-01,1.164529085159301758e+00
1.097233414649963379e+00,5.665021538734436035e-01,4.065069556236267090e-01,7.492538094520568848e-01
9.402915835380554199e-01,9.072218537330627441e-01,1.534439325332641602e-01,6.078510880470275879e-01
1.105954527854919434e+00,9.085593223571777344e-01,5.188074111938476562e-01,1.078043103218078613e+00
6.978363394737243652e-01,4.289937913417816162e-01,-2.449389845132827759e-01,1.234478503465652466e-01
4.603976309299468994e-01,1.212204061448574066e-02,-1.476004421710968018e-01,1.904127240180969238e+00
5.925652980804443359e-01,4.758051335811614990e-01,-1.161287948489189148e-01,1.479817628860473633e+00
6.724833250045776367e-01,6.906358003616333008e-01,-5.259481072425842285e-01,1.573612332344055176e+00
5.568703413009643555e-01,5.324802994728088379e-01,-6.444397568702697754e-01,3.984370529651641846e-01
9.912659227848052979e-02,6.158630251884460449e-01,-3.309271037578582764e-01,-1.606772094964981079e-01
-9.115620702505111694e-02,1.118051335215568542e-01,-9.000824093818664551e-01,-8.627074956893920898e-02
-1.834227293729782104e-01,2.912347018718719482e-01,-1.092609763145446777e+00,-5.594065189361572266e-01
-9.534679651260375977e-01,3.294779062271118164e-01,-9.085952043533325195e-01,6.691628098487854004e-01
-1.125729680061340332e+00,1.524724960327148438e-01,-1.245496630668640137e+00,1.430391818284988403e-01
-9.340190887451171875e-01,2.521137893199920654e-01,-1.357367157936096191e+00,-3.785072267055511475e-02
-5.680787563323974609e-01,4.763902723789215088e-01,-1.411625623703002930e+00,-8.484961837530136108e-02
-2.349005639553070068e-01,-2.206808328628540039e-01,-1.293650031089782715e+00,-1.308240741491317749e-02
-3.028559684753417969e-01,4.078451097011566162e-01,-1.057268619537353516e+00,6.609405875205993652e-01
4.050608873367309570e-01,3.193215131759643555e-01,-9.559746980667114258e-01,8.133063316345214844e-01
9.443434476852416992e-01,9.312545061111450195e-01,-3.846696615219116211e-01,1.520522952079772949e+00
1.391282320022583008e+00,1.385115623474121094e+00,-2.584127523005008698e-02,1.263906955718994141e+00
1.388002157211303711e+00,1.524922728538513184e+00,-6.639590263366699219e-01,1.479310035705566406e+00
1.014305472373962402e+00,1.120589613914489746e+00,-1.125172898173332214e-01,1.205234408378601074e+00
3.357163071632385254e-01,1.071061611175537109e+00,-1.982210762798786163e-02,1.291619062423706055e+00
-2.955240309238433838e-01,4.003636538982391357e-01,4.202650487422943115e-01,1.118757724761962891e-01
-9.379165768623352051e-01,3.489547371864318848e-01,9.085915088653564453e-01,-1.989462822675704956e-01
-1.048281311988830566e+00,-5.068988204002380371e-01,1.778189301490783691e+00,1.029429361224174500e-01
-8.721993565559387207e-01,-1.594081073999404907e-01,1.654280424118041992e+00,3.391555249691009521e-01
-4.396542906761169434e-01,-1.500346418470144272e-02,1.824020981788635254e+00,-2.865489721298217773e-01
-6.810675859451293945e-01,-5.170969963073730469e-01,1.650496959686279297e+00,-7.247654795646667480e-01
-4.392683804035186768e-01,-1.063953876495361328e+00,7.074653506278991699e-01,4.327472448348999023e-01
-5.656476616859436035e-01,-1.396021723747253418e+00,7.729023098945617676e-01,-6.765484213829040527e-01
-2.571278810501098633e-01,-1.226706862449645996e+00,5.498491525650024414e-01,3.912298679351806641e-01
-8.485442399978637695e-01,-1.250237941741943359e+00,1.000942707061767578e+00,1.306540966033935547e+00
-7.379865050315856934e-01,-6.553994417190551758e-01,1.348420739173889160e+00,-9.225059151649475098e-01
-4.055801033973693848e-01,-8.046106100082397461e-01,1.058726787567138672e+00,-1.455430746078491211e+00
-6.483845412731170654e-02,-6.257662177085876465e-01,3.092544078826904297e-01,-7.517669796943664551e-01
-1.417617559432983398e+00,-3.743641674518585205e-01,3.795066773891448975e-01,-2.654349803924560547e-01
-1.189671754837036133e+00,-5.872304439544677734e-01,4.415304958820343018e-02,1.003129005432128906e+00
-1.203255176544189453e+00,-3.362463414669036865e-01,1.719313859939575195e-01,4.412740468978881836e-01
-1.342870473861694336e+00,1.112617924809455872e-01,-1.375398337841033936e-01,-3.553723990917205811e-01
-8.606612086296081543e-01,-2.922353148460388184e-01,-2.531078457832336426e-01,2.795694470405578613e-01
-1.069582581520080566e+00,-1.983200460672378540e-01,-2.218081802129745483e-01,-1.731942534446716309e+00
-9.004851579666137695e-01,-2.054671347141265869e-01,-5.559316277503967285e-02,-4.560698270797729492e-01
-1.191755533218383789e+00,-2.920263409614562988e-01,-2.462287992238998413e-01,-6.885265707969665527e-01
-1.048628687858581543e+00,-6.789305210113525391e-01,3.873579576611518860e-02,-1.753056526184082031e+00
-1.018837928771972656e+00,-9.279919862747192383e-01,1.374501436948776245e-01,9.426293969154357910e-01
-3.372774124145507812e-01,-3.492030799388885498e-01,2.817381918430328369e-01,-1.657536149024963379e+00
6.592086553573608398e-01,6.281826063059270382e-04,-3.641185164451599121e-01,7.599123120307922363e-01
8.795909881591796875e-01,1.109692156314849854e-01,4.844981729984283447e-01,1.384804725646972656e+00
1.856782436370849609e+00,6.051632761955261230e-01,7.026500105857849121e-01,6.904798150062561035e-01
2.815528392791748047e+00,1.159752368927001953e+00,1.001716613769531250e+00,1.948486924171447754e+00
3.795961380004882812e+00,2.105885028839111328e+00,1.068357467651367188e+00,4.639106392860412598e-01
4.371903419494628906e+00,2.678697109222412109e+00,5.434000492095947266e-01,1.894686937332153320e+00
4.588233947753906250e+00,2.903517007827758789e+00,9.826272726058959961e-01,2.648597955703735352e+00
4.403006553649902344e+00,3.137573719024658203e+00,1.729176044464111328e+00,3.035856485366821289e+00
4.316451072692871094e+00,2.763793468475341797e+00,1.455647945404052734e+00,3.788955450057983398e+00
4.214614391326904297e+00,3.189233303070068359e+00,2.415963172912597656e+00,2.353915691375732422e+00
3.742206811904907227e+00,3.007797718048095703e+00,1.770794272422790527e+00,3.157261848449707031e+00
2.815142393112182617e+00,2.600455284118652344e+00,2.055243015289306641e+00,4.438108444213867188e+00
2.335634469985961914e+00,1.936444640159606934e+00,2.078975677490234375e+00,3.232987880706787109e+00
2.472857236862182617e+00,1.353977680206298828e+00,2.510636091232299805e+00,2.552975893020629883e+00
2.704276084899902344e+00,8.822279572486877441e-01,2.274168729782104492e+00,9.947037696838378906e-01
2.171746730804443359e+00,-1.454285144805908203e+00,2.147250175476074219e+00,5.850114822387695312e-01
1.563736915588378906e+00,-1.726501584053039551e+00,1.730809807777404785e+00,3.865604400634765625e-01
9.804628491401672363e-01,-1.536121487617492676e+00,1.482390165328979492e+00,2.779452800750732422e-01
6.570476889610290527e-01,-1.142739057540893555e+00,1.430195450782775879e+00,-1.152009516954421997e-01
3.900883197784423828e-01,-1.180020928382873535e+00,1.443953514099121094e+00,-1.765033416450023651e-02
1.025224328041076660e-01,-1.489017486572265625e+00,1.053997397422790527e+00,-1.908255219459533691e-01
-4.298140704631805420e-01,-2.235825777053833008e+00,6.914715766906738281e-01,-1.883892863988876343e-01
-6.855053305625915527e-01,-1.889045596122741699e+00,-3.908344358205795288e-02,-1.764527082443237305e+00
-4.724549949169158936e-01,-1.187335133552551270e+00,-1.524157673120498657e-01,-3.992244899272918701e-01
7.134244590997695923e-02,-7.425855994224548340e-01,3.641411662101745605e-02,-2.126205444335937500e+00
-8.636325597763061523e-01,-7.792405486106872559e-01,6.383308768272399902e-01,-4.465279579162597656e-01
-3.035119771957397461e-01,-6.834026575088500977e-01,4.704821109771728516e-01,2.955157868564128876e-02
-6.446394920349121094e-01,-1.007487654685974121e+00,6.874565035104751587e-02,7.777779698371887207e-01
-7.937091588973999023e-01,-8.164806365966796875e-01,4.928390085697174072e-01,-1.830092966556549072e-01
-7.854510545730590820e-01,-1.251784443855285645e+00,5.812348127365112305e-01,8.901489973068237305e-01
-8.471935987472534180e-01,-1.144870638847351074e+00,6.510571241378784180e-01,6.031816601753234863e-01
-8.923814296722412109e-01,-1.224867820739746094e+00,2.523302733898162842e-01,-1.363149285316467285e-01
-1.178480982780456543e+00,-1.826017498970031738e+00,6.141682267189025879e-01,-1.237277463078498840e-01
-9.755795001983642578e-01,-2.076541662216186523e+00,6.324837207794189453e-01,-1.965100467205047607e-01
-9.089361429214477539e-01,-2.086740016937255859e+00,-2.625665366649627686e-01,-1.045027852058410645e+00
-4.488384723663330078e-01,-1.452028155326843262e+00,-2.893088459968566895e-01,-7.677039504051208496e-01
-4.673612415790557861e-01,-9.795680642127990723e-01,-2.004831284284591675e-01,-5.015460848808288574e-01
3.871169686317443848e-01,-5.317673087120056152e-01,-4.421097338199615479e-01,-6.699503064155578613e-01
-8.023549616336822510e-02,-3.289738595485687256e-01,-3.844976723194122314e-01,2.670931257307529449e-02
-3.070235848426818848e-01,-4.974529445171356201e-01,-6.024775505065917969e-01,-1.671738028526306152e-01
-5.916566848754882812e-01,-4.346755743026733398e-01,-7.984180748462677002e-02,-8.556018024682998657e-02
-7.178448885679244995e-02,-2.733018100261688232e-01,1.035708338022232056e-01,-8.056685328483581543e-01
-2.897356748580932617e-01,-2.277443259954452515e-01,-3.200925886631011963e-01,1.557278782129287720e-01
-1.799111217260360718e-01,-3.074907958507537842e-01,-4.417657554149627686e-01,-1.164707541465759277e+00
-9.253365397453308105e-01,-7.904836535453796387e-01,-2.003971338272094727e-01,-1.421323537826538086e+00
-7.583229541778564453e-01,-7.397852540016174316e-01,-5.896652936935424805e-01,-1.056701421737670898e+00
-7.543096542358398438e-01,-4.889265894889831543e-01,-1.148389726877212524e-01,-4.690630435943603516e-01
-3.471948206424713135e-01,-3.510420918464660645e-01,-5.125339627265930176e-01,-2.805608510971069336e+00
3.907443284988403320e-01,-2.572104036808013916e-01,4.458895027637481689e-01,-6.393866240978240967e-02
6.838285326957702637e-01,5.956032499670982361e-02,1.797562986612319946e-01,-3.955701589584350586e-01
-3.027401864528656006e-01,6.265322118997573853e-02,5.679926276206970215e-01,3.452460765838623047e-01
-6.959244012832641602e-01,2.772749066352844238e-01,4.158796668052673340e-01,-9.859493374824523926e-01
-4.398472309112548828e-01,3.299376666545867920e-01,2.910249233245849609e-01,2.349052727222442627e-01
-4.763910770416259766e-01,2.041321545839309692e-01,3.273119032382965088e-01,-7.708507776260375977e-01
-7.248275876045227051e-01,-3.484507501125335693e-01,1.030006766319274902e+00,7.776858657598495483e-02
-1.158800482749938965e+00,-1.087933406233787537e-01,8.319761157035827637e-01,-4.092739522457122803e-01
-6.904061436653137207e-01,-2.072949521243572235e-02,1.291238665580749512e+00,-2.744693458080291748e-01
-3.580769300460815430e-01,-2.768126428127288818e-01,1.305426716804504395e+00,9.757214784622192383e-01
-3.844718933105468750e-01,-3.665371239185333252e-02,1.693319082260131836e+00,5.895794034004211426e-01
-5.681376904249191284e-03,3.320274651050567627e-01,1.265356183052062988e+00,9.129886031150817871e-01
7.678369879722595215e-01,1.418981403112411499e-01,7.385070323944091797e-01,-2.588368654251098633e-01
6.141365766525268555e-01,1.135187670588493347e-01,3.359107077121734619e-01,-4.107965826988220215e-01
3.351374566555023193e-01,4.453777670860290527e-01,-2.840635776519775391e-01,-8.566169440746307373e-02
2.156656384468078613e-01,9.039199948310852051e-01,-1.730529218912124634e-01,-4.258200228214263916e-01
-4.552442729473114014e-01,9.536152482032775879e-01,-3.369462490081787109e-01,9.729807376861572266e-01
-2.667365670204162598e-01,1.390089392662048340e+00,-2.637703716754913330e-01,-3.000497221946716309e-01
2.501257061958312988e-01,1.464193463325500488e+00,-1.122593283653259277e-01,9.883086681365966797e-01
9.022041559219360352e-01,1.576122641563415527e+00,3.362546563148498535e-01,-2.995421886444091797e-01
1.554359793663024902e+00,1.966495871543884277e+00,6.694585680961608887e-01,4.003657400608062744e-01
1.458928942680358887e+00,1.918388843536376953e+00,6.150281429290771484e-01,2.016396760940551758e+00
9.557658433914184570e-01,1.486637830734252930e+00,8.403169512748718262e-01,1.326436758041381836e+00
1.773466765880584717e-01,9.234386682510375977e-01,4.535424411296844482e-01,9.705539047718048096e-02
1.996897608041763306e-01,7.199764847755432129e-01,3.075346350669860840e-01,8.815206885337829590e-01
-6.336029767990112305e-01,8.702019602060317993e-02,5.092627406120300293e-01,-7.276998460292816162e-02
-1.331139326095581055e+00,-4.041646122932434082e-01,1.673740148544311523e-01,-6.224439144134521484e-01
-9.904748797416687012e-01,-4.147807657718658447e-01,5.249389633536338806e-02,5.797329545021057129e-01
-2.496030181646347046e-01,3.931747674942016602e-01,6.900957226753234863e-01,2.049599736928939819e-01
7.095655798912048340e-02,3.991627693176269531e-02,1.207744121551513672e+00,4.077759385108947754e-01
-2.595975995063781738e-01,4.209271967411041260e-01,1.145746707916259766e+00,6.367813348770141602e-01
4.394051730632781982e-01,8.359599709510803223e-01,1.012121200561523438e+00,2.225211113691329956e-01
5.116825699806213379e-01,8.258035778999328613e-01,1.495546340942382812e+00,-3.103021979331970215e-01
6.656916141510009766e-01,8.748719096183776855e-01,1.374217152595520020e+00,-8.209951221942901611e-03
2.325290739536285400e-01,3.106279671192169189e-01,1.705099463462829590e+00,8.332021832466125488e-01
2.329921424388885498e-01,3.633325099945068359e-01,1.380064368247985840e+00,-4.265305697917938232e-01
3.965895622968673706e-03,1.643843054771423340e-01,1.104730367660522461e+00,-1.127859592437744141e+00
-2.655807323753833771e-02,1.380947232246398926e-01,1.051159858703613281e+00,-3.704973161220550537e-01
-1.122025132179260254e+00,4.147413969039916992e-01,3.766690790653228760e-01,-2.346776127815246582e-01
-7.349379658699035645e-01,2.333474606275558472e-01,7.701506614685058594e-01,2.642415165901184082e-01
-6.117616295814514160e-01,1.582403182983398438e-01,8.596643209457397461e-01,4.740616083145141602e-01
-8.027004003524780273e-01,9.954947233200073242e-01,1.515925526618957520e+00,2.535830140113830566e-01
-3.593522310256958008e-02,9.363117814064025879e-01,1.272235274314880371e+00,1.002215504646301270e+00
3.234063684940338135e-01,8.771706819534301758e-01,8.093612790107727051e-01,5.789209008216857910e-01
7.186744809150695801e-01,7.721377015113830566e-01,1.290636658668518066e+00,3.720445930957794189e-01
5.873557329177856445e-01,1.103286147117614746e+00,1.213247418403625488e+00,4.306155443191528320e-01
5.207895636558532715e-01,8.059505224227905273e-01,2.001844406127929688e+00,-4.801275730133056641e-01
-1.676011979579925537e-01,4.893051981925964355e-01,2.284401416778564453e+00,1.790436625480651855e+00
-5.208457112312316895e-01,3.721096515655517578e-01,2.929483890533447266e+00,1.182597875595092773e+00
4.371265694499015808e-02,4.648964405059814453e-01,2.804715394973754883e+00,5.714092254638671875e-01
3.908987045288085938e-01,5.631166696548461914e-01,2.670831918716430664e+00,2.234347015619277954e-01
-5.527020432054996490e-03,5.461475253105163574e-01,2.700325727462768555e+00,9.746142476797103882e-02
1.727159768342971802e-01,6.287779211997985840e-01,2.066421508789062500e+00,3.195641934871673584e-01
5.092514157295227051e-01,2.829591333866119385e-01,1.576117277145385742e+00,7.142330408096313477e-01
-4.489928483963012695e-01,2.315502315759658813e-01,1.339391946792602539e+00,1.576565504074096680e-01
-1.067382931709289551e+00,5.222403407096862793e-01,1.146950602531433105e+00,2.385596185922622681e-01
-6.673298478126525879e-01,-2.756841480731964111e-01,8.619859814643859863e-01,-2.422908246517181396e-01
-6.547498106956481934e-01,-7.726367712020874023e-01,6.170918345451354980e-01,-3.358732163906097412e-02
-4.523703828454017639e-03,-5.606900453567504883e-01,1.047204375267028809e+00,-1.107354760169982910e+00
5.358393192291259766e-01,-3.784601688385009766e-01,1.058640837669372559e+00,-5.396121740341186523e-01
1.752242743968963623e-01,-6.489629149436950684e-01,1.279630184173583984e+00,-8.011006116867065430e-01
-9.862300753593444824e-01,-1.129729300737380981e-01,9.269070029258728027e-01,-2.500055432319641113e-01
-2.025629132986068726e-01,2.338490039110183716e-01,1.232078790664672852e+00,5.685669183731079102e-01
2.262004613876342773e-01,3.844394087791442871e-01,7.554467320442199707e-01,-1.256564259529113770e-01
7.381233572959899902e-01,2.860520184040069580e-01,8.226034045219421387e-01,9.146127700805664062e-01
1.278447747230529785e+00,7.331839799880981445e-01,1.163546323776245117e+00,8.640623651444911957e-03
1.591405272483825684e+00,1.184328317642211914e+00,1.162944316864013672e+00,3.084996640682220459e-01
1.669779777526855469e+00,1.306372165679931641e+00,1.293646335601806641e+00,1.400843262672424316e+00
1.571493387222290039e+00,1.377090811729431152e+00,1.045226693153381348e+00,9.226320385932922363e-01
1.385841250419616699e+00,1.676265478134155273e+00,1.237152099609375000e+00,5.363883972167968750e-01
1.348294019699096680e+00,1.372535109519958496e+00,1.594776630401611328e+00,4.308185577392578125e-01
5.204808712005615234e-01,2.595534622669219971e-01,2.202884674072265625e+00,1.799886375665664673e-01
-4.260323345661163330e-01,-2.311185747385025024e-02,1.160536646842956543e+00,-4.263275563716888428e-01
-8.263168931007385254e-01,-2.100646793842315674e-01,1.638888597488403320e+00,4.019898772239685059e-01
-1.529139995574951172e+00,-2.643992900848388672e-01,9.987930655479431152e-01,4.453344047069549561e-01
-1.386013031005859375e+00,4.179709032177925110e-02,6.320537924766540527e-01,-1.902072429656982422e+00
-1.099759221076965332e+00,-6.544381380081176758e-01,4.190612137317657471e-01,3.442403301596641541e-02
-1.612029314041137695e+00,-6.556920409202575684e-01,-2.424453198909759521e-01,-4.678355529904365540e-02
-1.448334455490112305e+00,-1.265200853347778320e+00,6.951954215764999390e-02,-1.154759645462036133e+00
-1.645254611968994141e+00,-2.069812536239624023e+00,6.702588498592376709e-02,-2.650289535522460938e-01
-1.451730251312255859e+00,-1.869485139846801758e+00,4.795968532562255859e-01,-1.429342746734619141e+00
-1.597288370132446289e+00,-1.836842536926269531e+00,2.321230620145797729e-01,-1.059442281723022461e+00
-6.555987596511840820e-01,-1.729469060897827148e+00,3.470891714096069336e-01,-1.017721772193908691e+00
-3.013509809970855713e-01,-1.920058131217956543e+00,-1.227498799562454224e-01,-8.474904298782348633e-01
1.961395591497421265e-01,-1.036828398704528809e+00,-7.700420171022415161e-02,-3.407550454139709473e-01
4.549951851367950439e-01,-9.342613220214843750e-01,-1.420972049236297607e-01,-1.035587549209594727e+00
4.759876430034637451e-01,-5.890276432037353516e-01,6.471017003059387207e-01,6.944480538368225098e-02
8.354064822196960449e-01,-2.430834025144577026e-01,9.760062098503112793e-01,3.808759152889251709e-01
1.253249168395996094e+00,3.245877921581268311e-01,7.896699905395507812e-01,1.704467535018920898e-01
1.595611572265625000e+00,4.974972009658813477e-01,9.008526206016540527e-01,3.584516793489456177e-02
1.329887032508850098e+00,1.993256360292434692e-01,6.301620006561279297e-01,-2.133606225252151489e-01
6.482493877410888672e-01,-1.811837553977966309e-01,5.933591127395629883e-01,4.089940488338470459e-01
1.353617459535598755e-01,1.011583954095840454e-02,5.635212659835815430e-01,3.057601628825068474e-03
-2.455511540174484253e-01,-6.151082515716552734e-01,1.914506852626800537e-01,-4.748491048812866211e-01
1.952134221792221069e-01,-9.004485011100769043e-01,1.054685354232788086e+00,3.706327825784683228e-02
-8.780525604379363358e-06,-4.812779426574707031e-01,1.126855760812759399e-01,-1.283778190612792969e+00
-4.641969501972198486e-01,-4.547375738620758057e-01,2.588653564453125000e-01,-1.834153234958648682e-01
